They will love you like a son;Pokochają cię jak syna
The explosion happened 10 meters from the checkpoint;Do eksplozji doszło 10 metrów od punktu kontrolnego 
Roadside bombs are the favorite weapons of Taliban;Miny-pułapki to ulubiona broń Talibów 
A car bomb has exploded near a convoy;Samochód-pułapka wybuchł w pobliżu konwoju 
No group said it had carried out Sunday's attack;Żadna z grup nie przyznała się do niedzielnego ataku 
A bomb was deactivated;Bomba została rozbrojona 
They planted a bomb in his car;Podłożyli mu bombę pod samochód 
They took many hostages;Wzięli wielu zakładników 
The extremists refused to negotiate;Ekstremiści nie chcieli negocjować 
They refused to release the hostages;Nie chcieli wypuścić zakładników 
Nineteen terrorists hijacked four airplanes;Dziewiętnastu terrorystów porwało cztery samoloty 
Five hijackers seized control of the plane;Pięciu porywaczy przejęło kontrolę nad samolotem 
Axis of evil;Oś zła 
Militants attacked coalition troops;Bojówkarze atakowali żołnierzy koalicji 
He was sentenced to death for spying;Został skazany na śmierć za szpiegostwo 
He was recruited by KGB;Został zwerbowany przez KGB 
He was a Soviet spy;Był sowieckim szpiegiem 
To establish contact with other spies;Nawiązać kontakt z innymi szpiegami 
He is not a spy;On nie jest szpiegiem 
Russia detains U S embassy worker;Rosja wydaliła pracownika ambasady USA 
President Lech Kaczynski dies in plane crash;Prezydent Lech Kaczyński zginął w katastrofie lotniczej 
A plane has crashed near a airport;Samolot rozbił się w pobliżu lotniska 
The pilots ignored advice from air traffic control;Piloci ignorowali polecenia kontroli ruchu lotniczego 
I saw the plane clip a tree;Widziałam jak samolot zahaczył o drzewo 
The plane came into land;Samolot podchodził do lądowania 
The plane split in two as it hit;Samolot rozpadł się na dwie części 
The plane vanished 50 minutes after taking off;Samolot zniknął z radarów 50 minut po starcie 
The cause of the crash is not yet known;Przyczyna katastrofy nie jest jeszcze znana 
All 153 people on board were killed;Zginęły wszystkie 153 osoby na pokładzie 
The plane vanished from radar screens;Samolot zniknął z ekranów radarów 
The pilot lost control and hit the ground;Pilot stracił kontrolę i uderzył w ziemię 
The plane was more than 27 years old;Samolot miał ponad 27 lat 
Pakistan's worst-ever air disaster;Najgorsza katastrofa lotnicza w historii Pakistanu 
The plane is completely destroyed;Samolot jest doszczętnie zniszczony 
Pilot error was the main cause of the crash;Główną przyczyną katastrofy był błąd pilota 
High doses of radiation;Wysokie dawki promieniowania 
A link between thyroid cancer and radiation;Związek między rakiem tarczycy a promieniowaniem 
A leak of radioactive water;Wyciek wody radioaktywnej 
High level of radiation;Wysoki poziom promieniowania 
Small amounts of plutonium;Małe ilości plutonu 
To jump off the moving train;Wyskoczyć z jadącego pociągu 
Two trains have collided in southern Poland;Dwa pociągi zderzyły się w południowej Polsce 
Train was on the wrong track;Pociąg znajdował się na niewłaściwym torze 
Train was derailed;Pociąg wykoleił się 
Three of the carriages went off the tracks;Trzy wagony wypadły z dorów 
The first wagon was completely destroyed;Pierwszy wagon został całkowicie zniszczony 
A landslide has derailed a train ;Lawina błotna spowodowała wykolejenie się pociągu 
Two commuter trains collide near Halle;Dwa pociągi podmiejskie zderzyły się niedaleko Halle 
We were thrown about for about 15 seconds;Rzucało nami przez około 15 sekund 
We saw dead bodies lying next to the tracks;widzieliśmy zwłoki ofiar leżące przy torach 
A wave swept him over-board;Fala zmiotła go z pokładu 
The situation is getting worse;Sytuacja się pogarsza 
Some of the injured were in a critical condition;Część rannych jest w stanie krytycznym 
People need help;Ludzie potrzebują pomocy 
Nobody knows what happened to his wife;Nikt nie wie co się stało z jego żoną 
Evacuees are being accommodated temporarily in a school;Ewakuowani zostali tymczasowo zakwaterowani w szkole 
For safety reasons;Ze względów bezpieczeństwa 
No damage was reported;Nie odnotowano zniszczeń 
Rescue teams were dispatched on the scene;Na miejsce zostały wysłane ekipy ratunkowe 
Snow hampered rescue efforts;Śnieg utrudniał akcję ratunkową 
Request for aid;Prośba o pomoc 
Turkey had earlier turned down Israel's offer of aid;Turcja wcześniej odrzuciła izraelską ofertę pomocy 
The danger was not over;Niebezpieczeństwo nie minęło 
There are people running crying screaming;Ludzie biegają płaczą i krzyczą 
There is no electricity;Nie ma prądu 
All the phone networks are down;Nie działają telefony 
They can't find their children;Nie mogą znaleźć swoich dzieci 
There are no survivors in that crash;Nikt nie przeżył tej katastrofy 
We are together in the face of this tragedy;Jesteśmy zjednoczeni w obliczu tragedii 
None of us could believe what happened;Żaden z nas nie mógł uwierzyć w to co się stało 
A full list of victims;Pełna lista ofiar 
We heard a huge explosion;Słyszeliśmy potężną eksplozję 
Some children lost their parents to the tragedy;Niektóre dzieci straciły w tragedii swoich rodziców 
The death toll could rise;Liczba ofiar może wzrosnąć 
The devastation is enormous;Zniszczenia są ogromne 
It was a nightmare;To był koszmar 
Evacuation of threatened areas;Ewakuacja zagrożonych obszarów 
Advance warning systems;Zaawansowane systemy ostrzegania 
The hospitals called for people to donate blood;Szpitale apelują do ludzi o oddawanie krwi 
Two people died and 14 were injured;Dwie osoby zginęły a 14 zostało rannych 
Six of the train's 13 cars derailed;Sześć z trzynastu wagonów wykoleiło się 
Three people had died on their way to hospital;Trzy osoby zmarły w drodze do szpitala 
I lost everything;Straciłem wszystko 
Early Warning System;System wczesnego ostrzegania 
I went outside and couldn't believe what I was seeing;Wyszedłem i nie mogłem uwierzyć w to co zobaczyłem 
Many of the injured were taken to hospital;Większość rannych została przewieziona do szpitala 
The number of victims could increase;Liczba ofiar może wzrosnąć 
They survived the shipwreck;Przeżyli katastrofę morską 
The building collapsed like a pack of cards;Budynek runął jak domek z kart 
Rescue efforts continued through the night;Akcja ratunkowa była kontynuowana w nocy 
Most of the victims were construction workers;Większość ofiar to robotnicy budowlani 
No rescue workers had arrived;Ratownicy nie przybyli 
The blast blew the windows out;W wyniku wybuchu z okien powypadały szyby 
Neighbouring buildings have been evacuated;Ewakuowano ludzi z sąsiednich budynków 
We heard a strong explosion;Usłyszeliśmy silny wybuch 
The explosions killed three people;W wyniku eksplozji zginęły trzy osoby 
It was miraculous that nobody was killed;To cud że nikt nie zginął 
Lava was flowing down its slopes;Lawa spływała po zboczu 
Cloud of volcanic ash;Chmura popiołu wulkanicznego 
He lost two brothers in the fire;W pożarze stracił dwóch braci 
About 60 firefighters tackled the fire;Około 60 strażaków walczyło z pożarem/ogniem
The cause of the fire is being investigated;Trwa ustalanie przyczyny pożaru 
The house was gutted by fire;Dom został zniszczony przez ogień 
The flames have consumed about 750 hectares of woodland;Płomienie strawiły około 750 hektarów lasu 
The house is on fire;Dom stoi w płomieniach 
Firefighters are battling a forest fire;Strażacy walczą z pożarem lasu 
Can we predict quakes;Czy możemy przewidzieć trzęsienia ziemi
Predict where and when a earthquake will occur;Przewidzieć gdzie i kiedy nastąpi trzęsienie ziemi 
Quake devastated the city;Trzęsienie ziemi zniszczyło miasto 
There are aftershocks every 15 to 20 minutes;Wstrząsy wtórne występują co 15-20 minut 
The first shock was really strong;Pierwszy wstrząs był naprawdę silny 
People were falling in the streets;Ludzie na ulicach upadali 
The ground began to shake;Ziemia zaczęła się trząść 
The epicentre was only 15 km from the centre of the capital;Epicentrum znajdowało się tylko 15 km od centrum stolicy 
I saw buildings collapse;Widziałem walące się budynki 
The tremor was felt all over the country;Wstrząs był odczuwalny na terenie całego kraju 
Rescue workers pulled a boy out of the rubble;Ratownicy wyciągnęli chłopca spod gruzów 
Hundreds were stuck under rubble;Setki osób są uwięzione pod gruzami 
Earthquakes are common in Iran;Trzęsienia ziemi są normalnym zjawiskiem w Iranie 
The earthquake caused buildings to sway;Budynki kołysały się 
Heavy rains have triggered floods;Ulewne deszcze wywołały powodzie
Fire crews spent the night pumping out the homes;Strażacy przez całą noc wypompowywali wodę z domów 
Major roads were flooded;Główne drogi zostały zalane 
More than 65000 people had to be evacuated;Ponad 65000 osób zostało ewakuowanych 
Water are starting to recede;Woda zaczęła opadać 
Rivers burst their banks;Rzeki wylały z brzegów 
Water-level rose by four metres in three hours;Poziom wody wzrósł o cztery metry w ciągu trzech godzin 
Army engineers blasted a 50m hole in a dyke;Saperzy wysadzili wał tworząc 50-metrową wyrwę 
The floods subsided;Wody opadły 
Journey to flood villages in Peru;Podróż do zalanych peruwiańskich wsi 
The bridge was swept away by the rains;Deszcze zmiotły most 
The strength of the floods overturned cars;Wezbrana woda przewracała samochody 
Cars were washed away;Woda porwała samochody 
The fire was brought under control;Pożar wymknął się spod kontroli 
More than 300 inmates were killed in a prison fire;Ponad 300 skazanych zginęło w pożarze więzienia 
The flames raged for about an hour;Płomienie szalały przez około godzinę 
Dozens of people had looted a supermarket;Dziesiątki ludzi rozszabrowały supermarket 
It was the strongest earthquake for more than 50 years;To było najsilniejsze trzęsienie ziemi od ponad 50 lat 
The earthquake was felt across the region;Trzęsienie ziemi było odczuwalne w całym regionie 
Three people may be trapped in the rubble;Trzy osoby mogą być uwięzione pod gruzami 
The sea was breaking over the beach;Morze wdarło się na plażę 
The waters came up so high;Woda podeszła wysoko 
The sun was down;Słońce zaszło 
The bay was smooth as glass;Zatoka była gładka jak lustro 
The sun had risen again;Słońce znów wstało 
It was about seven o'clock when we were at the top of the hill;Około siódmej stanęliśmy na szczycie wzgórza 
In bed of river there were pebbles and boulders;W łożysku rzeki leżały kamienie i głazy 
The fields were green;Pola były zielone 
Close to the bank I saw deep pools;Przy brzegu widziałem głębokie sadzawki 
On both sides of us stretched plain;Po obu stronach rozpościerała się równina 
The mulberry trees were bare and the fields were brown;Drzewa morwowe stały nagie a pola były bure 
The road went up the valley a long way;Droga przez dłuższy czas biegła doliną 
The sun had set;Słońce już zaszło 
There was a little fog in the air;W powietrzu rozsnuła się mgła 
All night long the tempest grew fiercer;Przez całą noc sztorm przybierał na sile 
The wind blew fiercest about five in the morning;Wiatr dął najsilniej około piątej rano 
The storm did a lot of damage;Burza wyrządziła dużo szkód 
The wind became stronger;Wiatr nabrał na sile 
The wind blew the smoke away;Wiatr odwiał dym 
The days were lengthening fast;Dnia szybko przybywało 
The morning was bright enough;Ranek był pogodny 
There was not the feeling of a storm coming;Nie czuło się że nadciąga burza 
I saw a cloud coming over the mountain;Zauważyłem chmurę wysuwającą się zza gór 
The sun went a dull yellow;Słońce pożółkło i zmatowiało 
Sky was covered;Niebo się zaciągnęło 
It was warm and like the spring;Było ciepło i wiosennie 
I saw the sun coming through the window;Zobaczyłem słońce wpadające przez okno 
Outside the window it was a lovely spring morning;Na dworze był piękny wiosenny poranek 
It had been raining in the mountains;W górach padały deszcze 
It was cold and the drops hung to the branches;Było zimno i krople zwisały z gałęzi 
It was starting to rain again;Znowu zaczęło padać 
The night was getting cold;Noc robiła się chłodna 
The rain had stopped falling;Deszcz przestał padać 
The rain was slacking;Deszcz ustawał 
The sky had clouded over again;Niebo znowu się zachmurzyło 
The sun was almost out from behind the clouds;Słońce już prawie wyszło zza chmur 
The sun was going down and the day was cooling off;Słońce już zachodziło i robiło się chłodniej 
The wind drove down the rain;Wiatr zacinał deszczem 
The wind rose in the night;W nocy zerwał się wiatr 
They were wet to the skin and all were scared;Wszyscy byli przemoczeni do suchej nitki i wystraszeni 
What kind of tree is this;Co to za drzewo
She climbed up a tree;Wspięła się na drzewo 
The trees were green with buds;Drzewa zieleniły się już pąkami
Trunks of trees were dusty;Pnie drzew pokryte były kurzem 
Leaves fell early that year;Liście opadały wcześnie tego roku 
Forest of oak trees;Las dębowy 
The trees along the road had small leaves;Drzewa rosnące wokół drogi wypuściły małe listki 
The trees were dripping in the rain;Drzewa ociekały wodą 
The wind blew the leaves;Wiatr poruszał liśćmi 
There was a mist in the trees;Drzewa były spowite mgłą 
There were trees along both sides of the road;Po obu stronach drogi rosły drzewa 
There were wet dead leaves on the road;Na drodze leżały mokre zwiędłe liście 
The evening wore on;Wieczór mija 
I will time you;Zmierzę ci czas 
All in good time;Wszystko w swoim czasie 
Race against time;Wyścig z czasem 
Time is money;Czas to pieniądz 
Time is up;Czas minął 
He's ahead of his times;Wyprzedził swoją epokę 
Shortly before nine o'clock;Tuż przed dziewiątą 
Many years passed;Minęło wiele lat 
No one knows when the first calendar was developed;Nikt nie wie kiedy stworzono pierwszy kalendarz 
We remember the past;Pamiętamy przeszłość 
We do not know the future;Nie znamy przyszłości 
There's a time and a place for everything;Wszystko ma swój czas i miejsce 
Why this day of all others;Dlaczego akurat dzisiaj
It has turned two o'clock;Minęła druga godzina 
It was past one;Było po pierwszej 
It's coming up to ten o'clock;Zbliża się godzina dziesiąta 
Don't wait any longer;Nie czekaj już dłużej 
He was born at the turn of the century;Urodził się na przełomie wieków 
He was here just now;Przed chwilą tutaj był 
The future is dark;Przyszłość maluje się w ciemnych barwach 
We knew it was all over for that year;Wiedzieliśmy że to już koniec na ten rok 
Several hours later;Kilka godzin później 
That takes more time;Na to trzeba więcej czasu 
It must have been late in October;Musiał to być koniec października 
I have forgotten the exact date;Nie pamiętam dokładnej daty 
In a minute there were none left in the church;W jednej chwili kościół opustoszał 
It must have been past four o'clock in the afternoon;Musiało być już po szesnastej 
The clock in the tower struck midnight;Zegar na wieży wybił północ 
One evening in March;Pewnego marcowego wieczoru 
Once in five years;Raz na pięć lat 
A few minutes more;Jeszcze kilka minut 
We had not long to wait;Nie musieliśmy długo czekać 
All around the place;Wszędzie dookoła 
Near the border with Canada;W pobliżu granicy z Kanadą 
It's broader by a metre;Jest szerszy o metr 
The village of Moonfleet lies half a mile from the sea;Wieś Moonflet leży pół mili od morza 
On the right or west bank of the Fleet stream;Na prawym czyli zachodnim brzegu rzeczki Fleet 
The passage was two paces broad;Korytarz miał dwa kroki szerokości 
She paced out the distance;Krokami odmierzyła odległość 
He lay there motionless;Leżał tam bez ruchu 
She rushed by me;Przemknęła obok mnie 
They ran back;Pobiegli z powrotem 
He walked away slowly;Odszedł powoli 
We walked for miles;Szliśmy wiele mil 
The priest shook his head and went on;Kapelan pokręcił głową i ruszył dalej 
He folded his hands over his knee;Zaplótł ręce na kolanie 
I went along the narrow road down toward the river;Pojechałem wąską drogą ku rzece
I don’t think we are going far;Myślę że nie zajedziemy daleko 
They both started to run;Obaj zaczęli biec 
We went up the ladder;Weszliśmy na górę po drabinie 
We were walking fast;Szliśmy szybko 
I was off across the meadows towards the church;Ruszyłem przez łąki w stronę kościoła 
He gave himself a little strut in walking;Chodząc unosił się na palcach 
She could beat most of us boys at speed;Biegała szybciej niż wielu chłopców
In the still of night;W ciszy nocy 
Some of the wounded were noisy but most were quiet;Niektórzy ranni krzyczeli ale większość była cicho 
I heard a rumbling and crumbling;Usłyszałem szmery i łoskoty 
The grass sounded crisp under my feet;Trawa trzeszczała pod moimi stopami 
The awful stillness of the vault was broken;Przerażająca cisza krypty została zakłócona 
I could hear a murmur of distant voices;Słyszałem szmer oddalających się głosów 
The echo of my own voice;Echo mojego własnego głosu 
The silence palled upon me;Nie mogłem wytrzymać tej dręczącej ciszy 
All was still so that one heard the browsing horses;Panowała cisza słychać było tylko chrobotanie koni 
He has became pale;Zbladł 
The deep blue of the night given way to a misty grey;Ciemny granat nocy stał się mglisto szary 
The night was greyer;Noc już poszarzała 
All were of one pearly grey colour;Wszystko było perłowoszare 
It is already dark;Już jest ciemno 
It's getting dark;Ściemnia się 
Let there be light;Niech rozbłyśnie światło 
The sunshine came streaming into the room;Promienie słońca wpadały do pokoju 
The light showed through the door;Światło przedzierało się przez drzwi 
The light was fading;Ściemniało się 
There was a shadow from his hand on the wall;Cień jego ręki padł na ścianę 
I saw the sun coming through the window;Zobaczyłem słońce wpadające przez okno 
It was dark outside;Na dworze było ciemno 
It was nearly dark;Było już prawie ciemno 
Outside it was getting dark;Na dworze zmierzchało się 
The moon shone very brightly on the lagoon;Księżyc bardzo jasno błyszczy na lagunie 
The light began to fail;Zapadał zmierzch 
The darkness grew;Mrok zgęstniał 
I saw from the red glow behind the curtains;Dostrzegłem czerwony odblask na zasłonach 
I saw a blue flare in the bows;Ujrzałem błysk niebieskiego światła na dziobie łodzi 
I had put out the candle;Zgasiłem świecę 
The candle flickered;Świeca zamigotała 
I could see the faintest line of light;Dojrzałem cieniutką linię światła 
The sun was setting for another night;Słońce zachodzi na następną noc 
The glimmering streak of light had faded;Smużka jasności pobladła 
The awful blackness was creeping up again;Znów się wkrada straszliwy mrok 
It was getting dusk;Zapadał zmierzch 
The flame grew pale and paler;Płomień bladł coraz bardziej 
The candle burnt low;Świeca już się dopalała 
At midnight we go to the ball;O północy idziemy na bal
The royal castle is salmon colored;Zamek królewski jest łososiowego koloru
The pilot mastered the plane and landed unhindered;Pilot opanował samolot i wylądował bez przeszkód
The woman goes to the doctor and the doctor also is a woman;Idzie baba do lekarza a lekarz też baba
The fruit mousse was on sale;Mus owocowy był na przecenie
Thank you in advance;Dziękuję Ci z góry
Ala put a chain on the Christmas tree;Ala założyła łańcuch na choinkę
Pomegranate has a lot of vitamin C;Granat ma dużo witaminy C
The soldier threw a granade;Żołnierz rzucił granat
Granade is a dangerous weapon;Granat to niebezpieczna broń
I used the remote to turn on the TV;Użyłem pilota aby włączyć telewizor
Must is a must;Mus to mus
The lock snapped shut;Zamek mi się zatrzasnął
Thank you in advance;Dziękuję Ci z góry
Thank you;Dziękuję
I''ll pay in advance;Zapłacę z góry
I want to eat an apple;Mam ochotę zjeść jabłko
I want to eat a pear;Mam ochotę zjeść gruszkę
My favourite fruit is pomegranate fruit;Mój ulubiony owoc to granat
Royal castle is of color blue;Zamek królewski jest koloru błękitnego
Brick is of color salmon;Cegła jest koloru łososiowego
Ala likes singing ;Ala lubi śpiewać
Nobody likes welding;Nikt nie lubi spawać
This must be a must;Mus to mus
I used a granade to exit;Użyłem granatu aby wyjść
She shot to kill;Strzeliła aby zabić
The woman goes to the doctor and the doctor also is a woman;Idzie baba do lekarza a lekarz też baba
Woman paid for the drugs;Baba zapłaciła za leki
Mother died;Matka zmarła
He was 11 years old;Miał 11 lat
he believed;Uwierzył
He is a black sheep in the family;Jest czarną owcą w rodzinie
Atfter that night there was nothing;Po tamtej nocy nic już nie było
Nothing was the same;Nic już nie było takie same
10 years age;10 lat temu
There was nearly nothing here;Nie było tu prawie nic
She is the only one to know the hsitory;Tylko ona zna historię
tego pokoju;this room
wie co stało za drzwiami;knows what stood behind the door
I read about her in newspaper;Czytałem o niej w gazecie
She loved going to the cinema;Kochała chodzić do kina
She was an actress;Była aktorką
w miejscowym teatrze;In the local theatre
Mój stary to fanatyk;My dad isa freak
Fanatyk wędkarstwa;freak of fishing
Half of flat filled with fishing rods;Pół mieszkania wypełnione wędkami
Worst;Najgorzej
On average;Średnio
once a month;raz w miesiącu
somebody will step onto;ktoś wpednie
lying on the floor;leżący na podłodze
hook or anchor;haczyk czy kotwicę
one has to pull off;trzeba wyciągać
in the hospital;w szpitalu
After world war 2;Po drugiej wojnie światowej
the country was destroyed;kraj był zniszczony
It splitted into two parts;Rozpadł się na dwie części
Some people fled abroad;Część ludzi uciekła za granicę
